.
Регион	Наименование опции	Пакет минут	Пакет интернета	Стоимость опции
Республика Коми	2000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	2000	20	1050
Республика Коми	2000 минут (Домашний регион + Межгород + Поездки по России) и 40 Гб (Домашний регион)	2000	40	1300
Республика Коми	5000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	5000	5	1400
Республика Коми	5000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	5000	10	1500
Республика Коми	5000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	5000	20	1700
Республика Коми	5000 минут (Домашний регион + Межгород + Поездки по России) и 40 Гб (Домашний регион)	5000	40	1950
Республика Коми	350 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	350	5	400
Республика Коми	350 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	350	10	500
Республика Коми	350 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	350	20	850
Республика Коми	350 минут (Домашний регион + Межгород + Поездки по России) и 40 Гб (Домашний регион + Поездки по России)	350	40	1150
Республика Коми	700 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	700	5	450
Республика Коми	700 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	700	10	550
Республика Коми	700 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	700	20	900
Республика Коми	700 минут (Домашний регион + Межгород + Поездки по России) и 40 Гб (Домашний регион + Поездки по России)	700	40	1200
Республика Коми	2000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	2000	5	800
Республика Коми	2000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	2000	10	900
Республика Коми	2000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	2000	20	1250
Республика Коми	2000 минут (Домашний регион + Межгород + Поездки по России) и 40 Гб (Домашний регион + Поездки по России)	2000	40	1550
Республика Коми	5000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	5000	5	1450
Республика Коми	5000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	5000	10	1550
Республика Коми	5000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	5000	20	1900
Республика Коми	5000 минут (Домашний регион + Межгород + Поездки по России) и 40 Гб (Домашний регион + Поездки по России)	5000	40	2200
Республика Марий Эл	500 минут (Домашний регион) и 5 Гб (Домашний регион)	500	5	215
Республика Марий Эл	500 минут (Домашний регион) и 10 Гб (Домашний регион)	500	10	235
Республика Марий Эл	500 минут (Домашний регион) и 20 Гб (Домашний регион)	500	20	255
Республика Марий Эл	500 минут (Домашний регион) и 30 Гб (Домашний регион)	500	30	275
Республика Марий Эл	1000 минут (Домашний регион) и 5 Гб (Домашний регион)	1000	5	365
Республика Марий Эл	1000 минут (Домашний регион) и 10 Гб (Домашний регион)	1000	10	380
Республика Марий Эл	1000 минут (Домашний регион) и 20 Гб (Домашний регион)	1000	20	410
Республика Марий Эл	1000 минут (Домашний регион) и 30 Гб (Домашний регион)	1000	30	445
Республика Марий Эл	1500 минут (Домашний регион) и 5 Гб (Домашний регион)	1500	5	640
Республика Марий Эл	1500 минут (Домашний регион) и 10 Гб (Домашний регион)	1500	10	685
Республика Марий Эл	1500 минут (Домашний регион) и 20 Гб (Домашний регион)	1500	20	735
Республика Марий Эл	1500 минут (Домашний регион) и 30 Гб (Домашний регион)	1500	30	790
Республика Марий Эл	3500 минут (Домашний регион) и 5 Гб (Домашний регион)	3500	5	730
Республика Марий Эл	3500 минут (Домашний регион) и 10 Гб (Домашний регион)	3500	10	785
Республика Марий Эл	3500 минут (Домашний регион) и 20 Гб (Домашний регион)	3500	20	840
Республика Марий Эл	3500 минут (Домашний регион) и 30 Гб (Домашний регион)	3500	30	900
Республика Марий Эл	500 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	500	5	225
Республика Марий Эл	500 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	500	10	245
Республика Марий Эл	500 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	500	20	265
Республика Марий Эл	500 минут (Домашний регион) и 30 Гб (Домашний регион + Поездки по России)	500	30	285
Республика Марий Эл	1000 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	1000	5	380
Республика Марий Эл	1000 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	1000	10	400
Республика Марий Эл	1000 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	1000	20	430
Республика Марий Эл	1000 минут (Домашний регион) и 30 Гб (Домашний регион + Поездки по России)	1000	30	465
Республика Марий Эл	1500 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	1500	5	670
Республика Марий Эл	1500 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	1500	10	720
Республика Марий Эл	1500 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	1500	20	770
Республика Марий Эл	1500 минут (Домашний регион) и 30 Гб (Домашний регион + Поездки по России)	1500	30	830
Республика Марий Эл	3500 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	3500	5	765
Республика Марий Эл	3500 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	3500	10	825
Республика Марий Эл	3500 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	3500	20	880
Республика Марий Эл	3500 минут (Домашний регион) и 30 Гб (Домашний регион + Поездки по России)	3500	30	945
Республика Марий Эл	500 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	500	5	220
Республика Марий Эл	500 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	500	10	240
Республика Марий Эл	500 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	500	20	260
Республика Марий Эл	500 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион)	500	30	280
Республика Марий Эл	1000 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	1000	5	370
Республика Марий Эл	1000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	1000	10	390
Республика Марий Эл	1000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	1000	20	420
Республика Марий Эл	1000 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион)	1000	30	455
Республика Марий Эл	1500 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	1500	5	650
Республика Марий Эл	1500 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	1500	10	700
Республика Марий Эл	1500 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	1500	20	750
Республика Марий Эл	1500 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион)	1500	30	810
Республика Марий Эл	3500 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	3500	5	745
Республика Марий Эл	3500 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	3500	10	805
Республика Марий Эл	3500 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	3500	20	855
Республика Марий Эл	3500 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион)	3500	30	920
Республика Марий Эл	500 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	500	5	230
Республика Марий Эл	500 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	500	10	250
Республика Марий Эл	500 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	500	20	270
Республика Марий Эл	500 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион + Поездки по России)	500	30	290
Республика Марий Эл	1000 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	1000	5	385
Республика Марий Эл	1000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	1000	10	410
Республика Марий Эл	1000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	1000	20	440
Республика Марий Эл	1000 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион + Поездки по России)	1000	30	475
Республика Марий Эл	1500 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	1500	5	685
Республика Марий Эл	1500 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	1500	10	735
Республика Марий Эл	1500 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	1500	20	790
Республика Марий Эл	1500 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион + Поездки по России)	1500	30	845
Республика Марий Эл	3500 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	3500	5	785
Республика Марий Эл	3500 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	3500	10	840
Республика Марий Эл	3500 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	3500	20	900
Республика Марий Эл	3500 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион + Поездки по России)	3500	30	965
Республика Марий Эл	500 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	500	5	225
Республика Марий Эл	500 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	500	10	245
Республика Марий Эл	500 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	500	20	265
Республика Марий Эл	500 минут (Домашний регион + Межгород + Поездки по России) и 30 Гб (Домашний регион)	500	30	285
Республика Марий Эл	1000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	1000	5	380
Республика Марий Эл	1000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	1000	10	400
Республика Марий Эл	1000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	1000	20	430
Республика Марий Эл	1000 минут (Домашний регион + Межгород + Поездки по России) и 30 Гб (Домашний регион)	1000	30	465
Республика Марий Эл	1500 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	1500	5	670
Республика Марий Эл	1500 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	1500	10	720
Республика Марий Эл	1500 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	1500	20	770
Республика Марий Эл	1500 минут (Домашний регион + Межгород + Поездки по России) и 30 Гб (Домашний регион)	1500	30	830
Республика Марий Эл	3500 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	3500	5	765
Республика Марий Эл	3500 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	3500	10	825
Республика Марий Эл	3500 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	3500	20	880
Республика Марий Эл	3500 минут (Домашний регион + Межгород + Поездки по России) и 30 Гб (Домашний регион)	3500	30	945
Республика Марий Эл	500 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	500	5	235
Республика Марий Эл	500 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	500	10	255
Республика Марий Эл	500 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	500	20	275
Республика Марий Эл	500 минут (Домашний регион + Межгород + Поездки по России) и 30 Гб (Домашний регион + Поездки по России)	500	30	295
Республика Марий Эл	1000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	1000	5	395
Республика Марий Эл	1000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	1000	10	420
Республика Марий Эл	1000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	1000	20	450
Республика Марий Эл	1000 минут (Домашний регион + Межгород + Поездки по России) и 30 Гб (Домашний регион + Поездки по России)	1000	30	485
Республика Марий Эл	1500 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	1500	5	705
Республика Марий Эл	1500 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	1500	10	755
Республика Марий Эл	1500 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	1500	20	810
Республика Марий Эл	1500 минут (Домашний регион + Межгород + Поездки по России) и 30 Гб (Домашний регион + Поездки по России)	1500	30	870
Республика Марий Эл	3500 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	3500	5	805
Республика Марий Эл	3500 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	3500	10	865
Республика Марий Эл	3500 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	3500	20	925
Республика Марий Эл	3500 минут (Домашний регион + Межгород + Поездки по России) и 30 Гб (Домашний регион + Поездки по России)	3500	30	990
Республика Мордовия	500 минут (Домашний регион) и 5 Гб (Домашний регион)	500	5	245
Республика Мордовия	500 минут (Домашний регион) и 10 Гб (Домашний регион)	500	10	270
Республика Мордовия	500 минут (Домашний регион) и 20 Гб (Домашний регион)	500	20	285
Республика Мордовия	500 минут (Домашний регион) и 30 Гб (Домашний регион)	500	30	315
Республика Мордовия	1000 минут (Домашний регион) и 5 Гб (Домашний регион)	1000	5	400
Республика Мордовия	1000 минут (Домашний регион) и 10 Гб (Домашний регион)	1000	10	435
Республика Мордовия	1000 минут (Домашний регион) и 20 Гб (Домашний регион)	1000	20	470
Республика Мордовия	1000 минут (Домашний регион) и 30 Гб (Домашний регион)	1000	30	510
Республика Мордовия	1500 минут (Домашний регион) и 5 Гб (Домашний регион)	1500	5	725
Республика Мордовия	1500 минут (Домашний регион) и 10 Гб (Домашний регион)	1500	10	780
Республика Мордовия	1500 минут (Домашний регион) и 20 Гб (Домашний регион)	1500	20	845
Республика Мордовия	1500 минут (Домашний регион) и 30 Гб (Домашний регион)	1500	30	910
Республика Мордовия	3500 минут (Домашний регион) и 5 Гб (Домашний регион)	3500	5	785
Республика Мордовия	3500 минут (Домашний регион) и 10 Гб (Домашний регион)	3500	10	850
Республика Мордовия	3500 минут (Домашний регион) и 20 Гб (Домашний регион)	3500	20	920
Республика Мордовия	3500 минут (Домашний регион) и 30 Гб (Домашний регион)	3500	30	995
Республика Мордовия	500 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	500	5	255
Республика Мордовия	500 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	500	10	280
Республика Мордовия	500 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	500	20	300
Республика Мордовия	500 минут (Домашний регион) и 30 Гб (Домашний регион + Поездки по России)	500	30	330
Республика Мордовия	1000 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	1000	5	420
Республика Мордовия	1000 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	1000	10	455
Республика Мордовия	1000 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	1000	20	490
Республика Мордовия	1000 минут (Домашний регион) и 30 Гб (Домашний регион + Поездки по России)	1000	30	535
Республика Мордовия	1500 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	1500	5	760
Республика Мордовия	1500 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	1500	10	820
Республика Мордовия	1500 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	1500	20	885
Республика Мордовия	1500 минут (Домашний регион) и 30 Гб (Домашний регион + Поездки по России)	1500	30	955
Республика Мордовия	3500 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	3500	5	825
Республика Мордовия	3500 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	3500	10	890
Республика Мордовия	3500 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	3500	20	965
Республика Мордовия	3500 минут (Домашний регион) и 30 Гб (Домашний регион + Поездки по России)	3500	30	1045
Республика Мордовия	500 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	500	5	250
Республика Мордовия	500 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	500	10	275
Республика Мордовия	500 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	500	20	295
Республика Мордовия	500 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион)	500	30	325
Республика Мордовия	1000 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	1000	5	410
Республика Мордовия	1000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	1000	10	445
Республика Мордовия	1000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	1000	20	480
Республика Мордовия	1000 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион)	1000	30	520
Республика Мордовия	1500 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	1500	5	740
Республика Мордовия	1500 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	1500	10	800
Республика Мордовия	1500 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	1500	20	860
Республика Мордовия	1500 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион)	1500	30	930
Республика Мордовия	3500 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	3500	5	805
Республика Мордовия	3500 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	3500	10	865
Республика Мордовия	3500 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	3500	20	940
Республика Мордовия	3500 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион)	3500	30	1015
Республика Мордовия	500 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	500	5	260
Республика Мордовия	500 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	500	10	285
Республика Мордовия	500 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	500	20	310
Республика Мордовия	500 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион + Поездки по России)	500	30	335
Республика Мордовия	1000 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	1000	5	430
Республика Мордовия	1000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	1000	10	465
Республика Мордовия	1000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	1000	20	500
Республика Мордовия	1000 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион + Поездки по России)	1000	30	545
Республика Мордовия	1500 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	1500	5	775
Республика Мордовия	1500 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	1500	10	835
Республика Мордовия	1500 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	1500	20	905
Республика Мордовия	1500 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион + Поездки по России)	1500	30	975
Республика Мордовия	3500 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	3500	5	840
Республика Мордовия	3500 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	3500	10	910
Республика Мордовия	3500 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	3500	20	985
Республика Мордовия	3500 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион + Поездки по России)	3500	30	1070
Республика Мордовия	500 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	500	5	255
Республика Мордовия	500 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	500	10	280
Республика Мордовия	500 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	500	20	300
Республика Мордовия	500 минут (Домашний регион + Межгород + Поездки по России) и 30 Гб (Домашний регион)	500	30	330
Республика Мордовия	1000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	1000	5	420
Республика Мордовия	1000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	1000	10	455
Республика Мордовия	1000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	1000	20	490
Республика Мордовия	1000 минут (Домашний регион + Межгород + Поездки по России) и 30 Гб (Домашний регион)	1000	30	535
Республика Мордовия	1500 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	1500	5	760
Республика Мордовия	1500 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	1500	10	820
Республика Мордовия	1500 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	1500	20	885
Республика Мордовия	1500 минут (Домашний регион + Межгород + Поездки по России) и 30 Гб (Домашний регион)	1500	30	955
Республика Мордовия	3500 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	3500	5	825
Республика Мордовия	3500 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	3500	10	890
Республика Мордовия	3500 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	3500	20	965
Республика Мордовия	3500 минут (Домашний регион + Межгород + Поездки по России) и 30 Гб (Домашний регион)	3500	30	1045
Республика Мордовия	500 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	500	5	265
Республика Мордовия	500 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	500	10	290
Республика Мордовия	500 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	500	20	315
Республика Мордовия	500 минут (Домашний регион + Межгород + Поездки по России) и 30 Гб (Домашний регион + Поездки по России)	500	30	345
Республика Мордовия	1000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	1000	5	440
Республика Мордовия	1000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	1000	10	475
Республика Мордовия	1000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	1000	20	515
Республика Мордовия	1000 минут (Домашний регион + Межгород + Поездки по России) и 30 Гб (Домашний регион + Поездки по России)	1000	30	560
Республика Мордовия	1500 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	1500	5	795
Республика Мордовия	1500 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	1500	10	860
Республика Мордовия	1500 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	1500	20	930
Республика Мордовия	1500 минут (Домашний регион + Межгород + Поездки по России) и 30 Гб (Домашний регион + Поездки по России)	1500	30	1005
Республика Мордовия	3500 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	3500	5	865
Республика Мордовия	3500 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	3500	10	935
Республика Мордовия	3500 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	3500	20	1015
Республика Мордовия	3500 минут (Домашний регион + Межгород + Поездки по России) и 30 Гб (Домашний регион + Поездки по России)	3500	30	1100
Республика Саха (Якутия)	300 минут (Домашний регион) и 5 Гб (Домашний регион)	300	5	320
Республика Саха (Якутия)	300 минут (Домашний регион) и 10 Гб (Домашний регион)	300	10	420
Республика Саха (Якутия)	300 минут (Домашний регион) и 15 Гб (Домашний регион)	300	15	700
Республика Саха (Якутия)	300 минут (Домашний регион) и 20 Гб (Домашний регион)	300	20	1000
Республика Саха (Якутия)	700 минут (Домашний регион) и 5 Гб (Домашний регион)	700	5	470
Республика Саха (Якутия)	700 минут (Домашний регион) и 10 Гб (Домашний регион)	700	10	570
Республика Саха (Якутия)	700 минут (Домашний регион) и 15 Гб (Домашний регион)	700	15	850
Республика Саха (Якутия)	700 минут (Домашний регион) и 20 Гб (Домашний регион)	700	20	1150
Республика Саха (Якутия)	2000 минут (Домашний регион) и 5 Гб (Домашний регион)	2000	5	720
Республика Саха (Якутия)	2000 минут (Домашний регион) и 10 Гб (Домашний регион)	2000	10	820
Республика Саха (Якутия)	2000 минут (Домашний регион) и 15 Гб (Домашний регион)	2000	15	1100
Республика Саха (Якутия)	2000 минут (Домашний регион) и 20 Гб (Домашний регион)	2000	20	1400
Республика Саха (Якутия)	5000 минут (Домашний регион) и 5 Гб (Домашний регион)	5000	5	1020
Республика Саха (Якутия)	5000 минут (Домашний регион) и 10 Гб (Домашний регион)	5000	10	1120
Республика Саха (Якутия)	5000 минут (Домашний регион) и 15 Гб (Домашний регион)	5000	15	1400
Республика Саха (Якутия)	5000 минут (Домашний регион) и 20 Гб (Домашний регион)	5000	20	1700
Республика Саха (Якутия)	300 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	300	5	330
Республика Саха (Якутия)	300 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	300	10	430
Республика Саха (Якутия)	300 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	300	15	720
Республика Саха (Якутия)	300 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	300	20	1050
Республика Саха (Якутия)	700 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	700	5	480
Республика Саха (Якутия)	700 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	700	10	580
Республика Саха (Якутия)	700 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	700	15	870
Республика Саха (Якутия)	700 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	700	20	1200
Республика Саха (Якутия)	2000 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	2000	5	730
Республика Саха (Якутия)	2000 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	2000	10	830
Республика Саха (Якутия)	2000 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	2000	15	1120
Республика Саха (Якутия)	2000 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	2000	20	1450
Республика Саха (Якутия)	5000 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	5000	5	1030
Республика Саха (Якутия)	5000 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	5000	10	1130
Республика Саха (Якутия)	5000 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	5000	15	1420
Республика Саха (Якутия)	5000 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	5000	20	1750
Республика Саха (Якутия)	300 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	300	5	350
Республика Саха (Якутия)	300 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	300	10	450
